customer_id,tenure_months,contract,internet_service,paperless_billing,payment_method,monthly_charges,total_charges,churn
C00749,45,One year,DSL,No,Credit card,110.78,4435.24,1
C00750,28,Month-to-month,DSL,Yes,Mailed check,78.72,2201.03,0
C00751,44,Two year,Fiber optic,No,Electronic check,76.24,3299.66,0
C00752,54,One year,Fiber optic,No,Mailed check,115.76,5454.76,0
C00753,64,One year,Fiber optic,Yes,Mailed check,44.66,2692.41,1
C00754,39,Month-to-month,Fiber optic,Yes,Mailed check,35.44,1178.5,0
C00755,56,Month-to-month,Fiber optic,Yes,Mailed check,89.31,4428.84,1
C00756,12,Month-to-month,Fiber optic,No,Bank transfer,83.61,856.39,1
C00757,36,One year,No internet,Yes,Mailed check,32.02,1128.6,0
C00758,19,Two year,No internet,Yes,Electronic check,50.58,951.0,0
C00759,30,Two year,DSL,No,Mailed check,114.19,3008.02,0
C00760,29,Month-to-month,Fiber optic,No,Bank transfer,59.5,1589.06,1
C00761,49,One year,Fiber optic,No,Credit card,54.11,2332.18,0
C00762,29,Month-to-month,No internet,Yes,Electronic check,24.63,661.13,1
C00763,41,Month-to-month,Fiber optic,Yes,Mailed check,69.88,2673.13,1
C00764,19,Month-to-month,Fiber optic,No,Mailed check,116.19,1958.66,1
C00765,52,Month-to-month,DSL,Yes,Mailed check,32.69,1603.55,0
C00766,55,Two year,DSL,No,Bank transfer,66.18,3182.53,0
C00767,52,Two year,Fiber optic,Yes,Electronic check,78.65,3536.76,0
C00768,56,Month-to-month,Fiber optic,Yes,Bank transfer,88.48,4888.87,0
C00769,47,Month-to-month,Fiber optic,Yes,Electronic check,47.35,2085.12,0
C00770,55,Month-to-month,Fiber optic,Yes,Electronic check,61.33,3351.19,0
C00771,4,Two year,DSL,Yes,Credit card,97.19,365.54,1
C00772,50,One year,Fiber optic,No,Bank transfer,100.22,4922.01,0
C00773,42,Month-to-month,No internet,Yes,Credit card,20.87,791.05,1
C00774,58,One year,DSL,Yes,Credit card,116.03,6625.12,0
C00775,37,Month-to-month,Fiber optic,Yes,Mailed check,48.82,1785.2,1
C00776,68,Two year,Fiber optic,Yes,Credit card,53.12,3242.46,0
C00777,17,One year,DSL,Yes,Bank transfer,32.66,550.17,0
C00778,1,Month-to-month,No internet,No,Electronic check,45.66,44.79,0
C00779,24,Month-to-month,Fiber optic,No,Mailed check,109.92,2491.38,0
C00780,70,Two year,No internet,Yes,Mailed check,26.44,1813.01,0
C00781,47,One year,Fiber optic,Yes,Credit card,51.27,2270.65,1
C00782,10,Month-to-month,No internet,No,Electronic check,57.71,573.85,0
C00783,37,Two year,DSL,No,Credit card,32.61,1063.85,0
C00784,31,One year,Fiber optic,No,Electronic check,77.68,2336.29,0
C00785,5,Two year,DSL,Yes,Electronic check,80.13,374.27,0
C00786,65,Two year,DSL,Yes,Electronic check,109.93,7059.34,0
C00787,12,Month-to-month,Fiber optic,Yes,Electronic check,96.74,1139.4,1
C00788,42,Month-to-month,No internet,Yes,Bank transfer,27.86,1059.87,1
C00789,40,One year,Fiber optic,Yes,Bank transfer,110.27,4274.46,0
C00790,72,One year,Fiber optic,Yes,Mailed check,79.77,5091.81,0
C00791,47,Two year,Fiber optic,Yes,Electronic check,68.55,3162.5,1
C00792,26,One year,Fiber optic,No,Bank transfer,96.89,2356.93,0
C00793,52,Month-to-month,Fiber optic,No,Mailed check,88.35,3967.74,1
C00794,55,One year,Fiber optic,No,Mailed check,58.4,3171.03,0
C00795,66,Month-to-month,Fiber optic,No,Credit card,72.91,4179.16,0
C00796,43,One year,Fiber optic,Yes,Credit card,75.52,3219.49,0
C00797,26,Month-to-month,DSL,No,Credit card,76.74,1853.06,0
C00798,17,One year,Fiber optic,Yes,Electronic check,107.17,1703.1,0
C00799,31,Two year,DSL,No,Credit card,41.43,1211.97,0
C00800,66,Month-to-month,Fiber optic,Yes,Mailed check,95.55,6247.76,1
C00801,39,Month-to-month,DSL,No,Bank transfer,38.2,1417.81,1
C00802,40,Month-to-month,DSL,No,Mailed check,91.65,3454.73,1
C00803,32,Month-to-month,DSL,No,Mailed check,50.65,1547.09,1
C00804,7,Two year,Fiber optic,Yes,Mailed check,47.26,301.43,0
C00805,57,Month-to-month,No internet,Yes,Credit card,43.95,2311.71,0
C00806,10,Two year,No internet,Yes,Bank transfer,59.36,592.31,0
C00807,6,Two year,Fiber optic,Yes,Credit card,118.35,667.63,1
C00808,58,Month-to-month,Fiber optic,No,Credit card,39.32,2023.39,0
C00809,42,Two year,DSL,No,Credit card,109.83,4269.68,0
C00810,17,Month-to-month,No internet,No,Bank transfer,33.43,546.94,0
C00811,6,One year,DSL,No,Electronic check,73.25,436.18,1
C00812,23,Month-to-month,No internet,No,Electronic check,36.69,822.46,0
C00813,17,Month-to-month,DSL,Yes,Credit card,91.63,1331.76,1
C00814,66,Month-to-month,No internet,Yes,Credit card,49.83,3087.48,1
C00815,51,One year,Fiber optic,Yes,Bank transfer,36.48,1777.74,0
C00816,20,One year,No internet,Yes,Credit card,24.06,427.72,0
C00817,53,One year,Fiber optic,Yes,Credit card,42.39,2045.12,0
C00818,6,Month-to-month,Fiber optic,Yes,Credit card,90.33,467.35,0
C00819,27,One year,No internet,No,Credit card,38.56,986.23,0
C00820,72,Two year,Fiber optic,No,Electronic check,46.67,3277.57,1
C00821,42,One year,Fiber optic,No,Electronic check,119.0,4256.6,0
C00822,64,Two year,DSL,No,Bank transfer,38.82,2131.5,0
C00823,12,Two year,DSL,Yes,Bank transfer,108.68,1178.58,0
C00824,60,Two year,DSL,No,Credit card,79.72,4639.68,0
C00825,7,One year,DSL,Yes,Mailed check,84.65,566.23,1
C00826,60,Month-to-month,Fiber optic,Yes,Electronic check,76.1,4069.92,0
C00827,53,One year,Fiber optic,Yes,Bank transfer,30.47,1380.24,0
C00828,51,Month-to-month,Fiber optic,Yes,Electronic check,95.45,4259.03,1
C00829,59,Two year,No internet,No,Electronic check,24.17,1212.48,0
C00830,15,Month-to-month,Fiber optic,Yes,Mailed check,36.98,534.44,0
C00831,13,One year,No internet,No,Bank transfer,50.7,595.22,0
C00832,22,Two year,Fiber optic,Yes,Electronic check,60.74,1150.09,0
C00833,32,One year,Fiber optic,No,Mailed check,78.64,2370.75,0
C00834,28,Two year,No internet,Yes,Bank transfer,36.58,894.55,0
C00835,27,One year,Fiber optic,Yes,Bank transfer,85.0,2188.11,0
C00836,36,Month-to-month,DSL,Yes,Bank transfer,31.71,1089.45,0
C00837,28,Two year,DSL,No,Mailed check,36.76,961.37,0
C00838,10,Two year,Fiber optic,Yes,Credit card,105.09,895.6,1
C00839,56,One year,DSL,Yes,Mailed check,95.73,4739.49,1
C00840,62,Month-to-month,DSL,No,Credit card,69.36,4185.74,0
C00841,70,Two year,DSL,Yes,Bank transfer,78.36,4879.75,0
C00842,32,Month-to-month,Fiber optic,Yes,Mailed check,84.52,2541.66,0
C00843,4,Two year,Fiber optic,Yes,Credit card,87.63,338.97,1
C00844,60,Two year,No internet,Yes,Credit card,50.33,2827.42,0
C00845,20,One year,DSL,No,Electronic check,67.82,1235.67,1
C00846,25,Month-to-month,Fiber optic,No,Electronic check,55.28,1340.02,0
C00847,19,Two year,Fiber optic,No,Mailed check,114.78,1941.69,1
C00848,46,Two year,No internet,No,Bank transfer,22.58,887.09,0
C00849,67,Month-to-month,No internet,No,Mailed check,35.06,2330.38,0
C00850,13,Month-to-month,DSL,Yes,Electronic check,108.39,1331.43,0
C00851,47,Two year,No internet,No,Electronic check,20.81,961.51,0
C00852,31,One year,DSL,Yes,Bank transfer,93.27,2475.98,1
C00853,2,Two year,Fiber optic,No,Mailed check,103.51,190.65,0
C00854,11,Month-to-month,Fiber optic,No,Credit card,100.84,959.04,1
C00855,15,Month-to-month,Fiber optic,No,Credit card,113.81,1610.41,1
C00856,38,One year,No internet,No,Bank transfer,46.86,1752.53,0
C00857,49,Month-to-month,DSL,Yes,Bank transfer,98.07,4738.85,1
C00858,29,Month-to-month,DSL,No,Credit card,96.56,2633.5,0
C00859,29,Month-to-month,No internet,No,Credit card,41.66,1150.44,0
C00860,17,Two year,No internet,No,Credit card,48.76,807.85,0
C00861,3,Month-to-month,Fiber optic,No,Mailed check,81.69,231.73,0
C00862,17,One year,Fiber optic,Yes,Electronic check,108.79,1779.19,0
C00863,42,Month-to-month,Fiber optic,No,Mailed check,50.07,2045.94,0
C00864,7,Two year,DSL,Yes,Mailed check,63.83,432.17,0
C00865,50,Two year,No internet,Yes,Mailed check,57.38,2576.84,0
C00866,5,Month-to-month,Fiber optic,Yes,Electronic check,67.27,298.7,0
C00867,19,Month-to-month,No internet,No,Electronic check,52.59,881.66,1
C00868,66,Two year,No internet,Yes,Electronic check,40.2,2556.43,0
C00869,43,One year,DSL,Yes,Credit card,54.52,2095.41,1
C00870,29,Month-to-month,No internet,Yes,Credit card,43.6,1107.54,0
C00871,46,Month-to-month,DSL,Yes,Bank transfer,43.73,1781.25,1
C00872,33,Two year,DSL,Yes,Mailed check,105.15,3102.9,1
C00873,33,Two year,Fiber optic,No,Bank transfer,69.45,2027.47,0
C00874,51,Two year,Fiber optic,No,Electronic check,32.39,1585.22,0
C00875,11,Month-to-month,DSL,No,Bank transfer,85.46,810.21,1
C00876,43,Month-to-month,DSL,No,Mailed check,32.94,1332.5,0
C00877,52,Month-to-month,DSL,No,Mailed check,41.14,2037.79,0
C00878,62,One year,Fiber optic,No,Electronic check,47.72,2822.06,0
C00879,42,Month-to-month,No internet,Yes,Electronic check,52.09,2113.83,1
C00880,67,Month-to-month,DSL,Yes,Credit card,85.17,5288.5,1
C00881,50,Month-to-month,DSL,No,Mailed check,70.82,3302.89,0
C00882,19,Month-to-month,DSL,Yes,Electronic check,107.57,1974.44,1
C00883,68,Month-to-month,Fiber optic,No,Bank transfer,101.33,6131.96,0
C00884,41,Month-to-month,DSL,Yes,Electronic check,38.61,1489.84,0
C00885,28,One year,Fiber optic,Yes,Credit card,68.51,1790.0,1
C00886,11,Two year,Fiber optic,Yes,Mailed check,53.62,586.88,0
C00887,48,One year,DSL,No,Mailed check,43.43,1891.25,0
C00888,51,Month-to-month,DSL,No,Electronic check,58.91,2584.46,0
C00889,9,One year,Fiber optic,No,Bank transfer,77.08,607.79,0
C00890,6,One year,Fiber optic,No,Credit card,70.36,372.1,1
C00891,48,Two year,DSL,Yes,Bank transfer,107.02,5094.89,0
C00892,35,Month-to-month,Fiber optic,Yes,Mailed check,117.6,4015.97,0
C00893,54,One year,No internet,No,Electronic check,44.3,2271.17,0
C00894,14,One year,No internet,Yes,Credit card,51.85,696.26,0
C00895,16,One year,Fiber optic,Yes,Bank transfer,77.1,1129.98,0
C00896,21,One year,DSL,No,Electronic check,41.1,826.61,0
C00897,70,Two year,No internet,Yes,Bank transfer,37.0,2406.3,0
C00898,35,Month-to-month,Fiber optic,No,Mailed check,53.71,1806.64,1
C00899,3,Month-to-month,Fiber optic,No,Credit card,118.66,335.45,1
C00900,14,Month-to-month,DSL,No,Mailed check,67.55,805.26,0
C00901,20,Month-to-month,Fiber optic,Yes,Electronic check,78.23,1561.57,0
C00902,10,Month-to-month,DSL,No,Credit card,68.31,602.28,1
C00903,38,Month-to-month,Fiber optic,No,Credit card,53.01,1800.56,0
C00904,4,One year,Fiber optic,Yes,Electronic check,85.11,296.03,1
C00905,35,One year,No internet,No,Electronic check,29.67,935.69,0
C00906,19,Month-to-month,Fiber optic,Yes,Bank transfer,115.65,2166.49,1
C00907,6,One year,DSL,No,Bank transfer,113.13,626.88,0
C00908,4,One year,Fiber optic,No,Bank transfer,79.53,296.15,1
C00909,50,One year,Fiber optic,No,Mailed check,97.0,4401.84,1
C00910,10,Month-to-month,Fiber optic,No,Electronic check,72.4,667.12,0
C00911,6,One year,Fiber optic,Yes,Mailed check,62.23,369.68,0
C00912,59,Month-to-month,DSL,Yes,Bank transfer,77.94,4307.99,0
C00913,52,Month-to-month,No internet,No,Bank transfer,26.3,1182.83,0
C00914,64,One year,DSL,No,Bank transfer,35.81,2268.63,0
C00915,40,Month-to-month,Fiber optic,Yes,Electronic check,103.68,3904.83,0
C00916,17,One year,No internet,Yes,Bank transfer,25.44,421.86,0
C00917,11,Month-to-month,No internet,No,Credit card,40.39,390.28,1
C00918,31,Two year,DSL,No,Bank transfer,38.92,1061.14,0
C00919,31,One year,No internet,No,Bank transfer,58.25,1620.61,0
C00920,66,One year,DSL,Yes,Electronic check,96.36,6121.85,0
C00921,72,Month-to-month,Fiber optic,Yes,Electronic check,85.15,5292.05,1
C00922,60,Two year,DSL,Yes,Mailed check,88.09,4804.08,0
C00923,57,Month-to-month,DSL,Yes,Credit card,110.64,5725.59,1
C00924,27,Month-to-month,DSL,No,Bank transfer,67.81,1649.11,1
C00925,50,Month-to-month,DSL,Yes,Bank transfer,55.7,2772.77,0
C00926,6,Month-to-month,DSL,Yes,Bank transfer,84.56,466.76,0
C00927,11,Two year,Fiber optic,No,Electronic check,76.16,814.92,0
C00928,4,One year,Fiber optic,Yes,Electronic check,86.12,315.36,0
C00929,2,Month-to-month,Fiber optic,No,Credit card,50.26,98.3,1
C00930,52,Month-to-month,No internet,No,Electronic check,56.02,2638.54,1
C00931,41,One year,Fiber optic,No,Bank transfer,48.03,1708.56,1
C00932,60,Month-to-month,No internet,No,Mailed check,58.5,3386.2,1
C00933,64,Month-to-month,Fiber optic,No,Mailed check,102.75,5890.61,0
C00934,54,Two year,DSL,Yes,Mailed check,60.57,2874.58,0
C00935,27,Two year,DSL,Yes,Electronic check,96.55,2319.07,0
C00936,38,One year,Fiber optic,No,Mailed check,37.03,1369.76,0
C00937,63,One year,DSL,Yes,Electronic check,94.65,5895.91,1
C00938,55,One year,DSL,No,Electronic check,108.61,5950.49,0
C00939,14,Two year,Fiber optic,Yes,Mailed check,69.02,864.84,0
C00940,41,Month-to-month,Fiber optic,Yes,Bank transfer,118.35,4513.23,0
C00941,63,Month-to-month,No internet,Yes,Bank transfer,47.45,2603.84,1
C00942,28,One year,DSL,No,Mailed check,117.45,3143.61,0
C00943,31,Two year,No internet,Yes,Credit card,25.1,682.84,0
C00944,66,Month-to-month,No internet,Yes,Credit card,40.59,2509.85,0
C00945,43,One year,Fiber optic,Yes,Bank transfer,113.19,4258.45,0
C00946,44,Two year,Fiber optic,No,Credit card,117.6,4468.13,0
C00947,32,Month-to-month,DSL,No,Mailed check,71.37,2210.01,0
C00948,35,Month-to-month,DSL,No,Electronic check,63.24,2161.37,0
C00949,48,Month-to-month,Fiber optic,No,Bank transfer,90.88,3883.23,1
C00950,13,Two year,No internet,No,Bank transfer,46.72,547.96,0
C00951,44,One year,DSL,No,Mailed check,118.25,4549.64,0
C00952,42,Two year,DSL,No,Bank transfer,114.91,4249.48,1
C00953,1,Month-to-month,No internet,Yes,Mailed check,24.91,22.79,0
C00954,62,One year,Fiber optic,Yes,Bank transfer,68.97,3708.0,0
C00955,38,One year,Fiber optic,Yes,Electronic check,44.09,1595.59,0
C00956,67,Two year,Fiber optic,No,Bank transfer,30.8,1794.16,0
C00957,4,Month-to-month,No internet,Yes,Electronic check,29.66,103.18,1
C00958,29,Month-to-month,DSL,No,Mailed check,48.34,1300.79,1
C00959,46,Month-to-month,DSL,Yes,Mailed check,33.86,1533.07,0
C00960,39,Month-to-month,No internet,No,Electronic check,53.48,1873.15,0
C00961,6,Two year,Fiber optic,Yes,Credit card,30.85,177.6,0
C00962,8,Two year,No internet,Yes,Bank transfer,50.65,376.57,0
C00963,25,One year,Fiber optic,No,Bank transfer,60.92,1486.41,0
C00964,70,One year,Fiber optic,No,Electronic check,84.22,5204.03,0
C00965,72,One year,Fiber optic,No,Electronic check,101.42,7092.98,1
C00966,13,Month-to-month,DSL,No,Credit card,112.22,1270.17,0
C00967,8,Month-to-month,DSL,Yes,Credit card,48.22,359.18,0
C00968,4,One year,Fiber optic,Yes,Credit card,47.34,168.04,0
C00969,53,Month-to-month,DSL,No,Credit card,73.6,3504.7,1
C00970,50,One year,No internet,No,Bank transfer,44.47,2146.06,0
C00971,6,One year,DSL,No,Electronic check,50.61,297.49,0
C00972,54,Two year,No internet,Yes,Credit card,44.44,2377.26,0
C00973,3,Two year,Fiber optic,No,Electronic check,110.2,284.28,0
C00974,43,Month-to-month,No internet,No,Electronic check,37.19,1512.74,0
C00975,59,Month-to-month,Fiber optic,No,Mailed check,44.57,2237.72,1
C00976,56,Month-to-month,DSL,Yes,Mailed check,114.33,5648.27,1
C00977,64,Two year,No internet,Yes,Electronic check,51.29,3021.05,0
C00978,69,Two year,DSL,Yes,Electronic check,112.24,7226.68,0
C00979,41,Month-to-month,DSL,No,Credit card,81.5,3207.37,0
C00980,58,Month-to-month,DSL,No,Credit card,48.22,2470.58,1
C00981,41,Month-to-month,DSL,Yes,Electronic check,98.76,3941.67,0
C00982,36,One year,DSL,No,Bank transfer,114.02,3526.87,0
C00983,29,Month-to-month,No internet,No,Electronic check,53.72,1456.42,0
C00984,58,One year,DSL,No,Electronic check,41.75,2198.26,0
C00985,40,One year,DSL,No,Mailed check,59.65,2278.35,0
C00986,45,Two year,DSL,Yes,Mailed check,31.2,1307.1,0
C00987,35,Month-to-month,Fiber optic,No,Electronic check,46.75,1626.88,1
C00988,67,Two year,No internet,No,Mailed check,59.87,3504.6,1
C00989,68,Month-to-month,DSL,Yes,Mailed check,81.33,5344.49,0
C00990,23,One year,No internet,No,Electronic check,44.24,1016.58,0
C00991,33,Two year,Fiber optic,No,Mailed check,48.52,1414.14,0
C00992,24,One year,No internet,Yes,Bank transfer,31.09,646.5,0
C00993,24,Two year,DSL,No,Bank transfer,76.23,1776.71,0
C00994,44,Month-to-month,No internet,No,Bank transfer,49.75,2027.4,0
C00995,62,One year,DSL,Yes,Bank transfer,60.04,3558.43,0
C00996,53,Two year,No internet,Yes,Credit card,29.48,1390.09,0
C00997,21,One year,DSL,No,Bank transfer,55.97,1046.74,0
C00998,42,Two year,DSL,No,Credit card,78.64,3143.73,0
C00999,52,Month-to-month,Fiber optic,No,Credit card,34.99,1566.06,0
C01000,48,Month-to-month,Fiber optic,Yes,Electronic check,65.96,2713.25,0
C01001,47,Month-to-month,DSL,No,Bank transfer,48.74,2284.96,0
C01002,26,Month-to-month,No internet,Yes,Credit card,21.43,515.72,0
C01003,65,One year,Fiber optic,Yes,Mailed check,77.49,4388.33,0
C01004,71,Two year,Fiber optic,Yes,Electronic check,84.83,5705.81,1
C01005,65,Month-to-month,No internet,Yes,Bank transfer,55.3,3371.11,0
C01006,28,One year,Fiber optic,Yes,Bank transfer,110.41,3088.8,0
C01007,62,One year,DSL,No,Credit card,58.0,3409.84,0
C01008,14,One year,DSL,No,Mailed check,83.18,1143.11,0
C01009,4,Month-to-month,Fiber optic,No,Mailed check,72.67,268.59,1
C01010,28,Two year,No internet,Yes,Bank transfer,31.83,862.0,0
C01011,64,Two year,DSL,Yes,Mailed check,118.32,6867.56,0
C01012,21,One year,DSL,Yes,Electronic check,50.94,1036.5,1
C01013,46,Month-to-month,DSL,No,Electronic check,81.4,3321.53,1
C01014,31,One year,DSL,Yes,Credit card,69.42,1902.16,0
C01015,15,Two year,DSL,No,Bank transfer,44.05,574.88,0
C01016,41,Two year,No internet,No,Electronic check,49.19,1821.84,0
C01017,46,Month-to-month,Fiber optic,No,Mailed check,49.09,1965.61,1
C01018,44,Month-to-month,DSL,Yes,Bank transfer,104.73,4260.88,0
C01019,52,One year,Fiber optic,No,Mailed check,90.49,4140.45,0
C01020,45,Month-to-month,Fiber optic,No,Credit card,82.65,3274.62,0
C01021,16,Month-to-month,DSL,No,Mailed check,76.77,1205.99,0
C01022,27,Month-to-month,Fiber optic,Yes,Mailed check,100.7,2361.45,1
C01023,5,Two year,Fiber optic,Yes,Credit card,39.69,178.53,0
C01024,9,Two year,DSL,No,Electronic check,40.92,340.17,0
C01025,59,Month-to-month,DSL,No,Electronic check,62.06,3620.14,0
C01026,11,Month-to-month,No internet,Yes,Bank transfer,35.21,338.72,1
C01027,67,One year,Fiber optic,Yes,Credit card,71.38,4356.12,1
C01028,1,One year,Fiber optic,No,Credit card,70.28,60.97,0
C01029,25,Month-to-month,DSL,No,Mailed check,102.07,2377.08,1
C01030,60,Two year,Fiber optic,No,Bank transfer,50.17,2882.84,0
C01031,59,Two year,DSL,Yes,Credit card,55.84,2986.84,0
C01032,53,One year,Fiber optic,Yes,Bank transfer,72.75,3620.32,0
C01033,29,Two year,Fiber optic,Yes,Credit card,39.65,981.11,1
C01034,33,Month-to-month,Fiber optic,No,Bank transfer,86.47,2510.18,0
C01035,64,Two year,No internet,No,Bank transfer,26.15,1541.49,0
C01036,12,Month-to-month,DSL,Yes,Bank transfer,92.82,965.49,1
C01037,56,One year,Fiber optic,No,Bank transfer,63.0,3132.62,0
C01038,59,Two year,DSL,Yes,Electronic check,91.47,4937.95,0
C01039,58,Month-to-month,DSL,No,Electronic check,61.6,3169.27,0
C01040,44,Month-to-month,Fiber optic,No,Bank transfer,57.75,2462.15,0
C01041,17,Month-to-month,DSL,No,Credit card,96.34,1530.71,1
C01042,10,One year,DSL,No,Credit card,83.35,806.3,0
C01043,58,One year,Fiber optic,Yes,Bank transfer,78.3,4279.8,1
C01044,54,Month-to-month,DSL,Yes,Credit card,40.53,2171.78,0
C01045,18,Two year,No internet,Yes,Electronic check,35.17,571.66,0
C01046,12,Two year,DSL,No,Bank transfer,71.7,839.51,0
C01047,23,One year,DSL,No,Mailed check,48.91,1032.6,0
C01048,25,Month-to-month,Fiber optic,No,Credit card,78.05,1669.41,0
C01049,47,One year,DSL,Yes,Credit card,108.91,4612.63,0
C01050,6,One year,No internet,Yes,Bank transfer,58.06,329.22,1
C01051,6,Month-to-month,Fiber optic,No,Credit card,83.32,429.81,0
C01052,10,One year,Fiber optic,Yes,Bank transfer,33.92,328.47,0
C01053,67,One year,Fiber optic,Yes,Bank transfer,101.0,6009.92,1
C01054,24,Month-to-month,No internet,No,Mailed check,31.16,662.58,0
C01055,63,Month-to-month,Fiber optic,Yes,Credit card,33.36,1849.49,0
C01056,37,Month-to-month,DSL,Yes,Bank transfer,69.29,2237.37,0
C01057,47,One year,Fiber optic,No,Mailed check,96.93,3958.5,0
C01058,45,Month-to-month,Fiber optic,Yes,Bank transfer,35.71,1580.57,1
C01059,29,One year,DSL,No,Credit card,75.37,1876.1,0
C01060,31,Month-to-month,Fiber optic,Yes,Bank transfer,36.54,1078.13,0
C01061,49,Month-to-month,DSL,Yes,Mailed check,62.2,2711.7,0
C01062,35,Month-to-month,Fiber optic,Yes,Credit card,92.22,3206.73,0
C01063,4,Month-to-month,DSL,No,Mailed check,99.34,350.79,1
C01064,62,One year,DSL,Yes,Credit card,53.74,3213.17,0
C01065,68,One year,Fiber optic,Yes,Mailed check,37.71,2476.55,0
C01066,16,Two year,No internet,No,Bank transfer,59.45,940.13,0
C01067,3,One year,DSL,No,Bank transfer,70.78,212.22,1
C01068,25,Month-to-month,DSL,No,Electronic check,114.6,2550.77,0
C01069,27,Month-to-month,Fiber optic,Yes,Credit card,87.12,2131.29,1
C01070,66,Month-to-month,Fiber optic,No,Credit card,92.7,5255.97,1
C01071,50,One year,Fiber optic,No,Credit card,37.12,1673.38,0
C01072,64,Month-to-month,Fiber optic,No,Credit card,38.29,2413.05,0
C01073,5,One year,Fiber optic,No,Mailed check,60.92,302.49,0
C01074,64,One year,Fiber optic,Yes,Bank transfer,95.16,5985.12,0
C01075,41,One year,DSL,Yes,Mailed check,118.63,4547.3,0
C01076,12,One year,DSL,No,Credit card,34.24,365.89,0
C01077,52,Two year,Fiber optic,Yes,Credit card,119.36,5956.73,0
C01078,45,One year,Fiber optic,No,Bank transfer,44.29,1894.9,0
C01079,10,Month-to-month,Fiber optic,No,Electronic check,100.36,913.53,1
C01080,3,Month-to-month,DSL,Yes,Bank transfer,46.0,122.16,1
C01081,8,Month-to-month,Fiber optic,No,Bank transfer,64.2,458.46,0
C01082,51,One year,Fiber optic,No,Mailed check,88.01,3919.25,0
C01083,42,One year,DSL,No,Mailed check,72.72,2639.24,0
C01084,27,One year,Fiber optic,No,Mailed check,52.42,1413.37,0
C01085,51,Two year,Fiber optic,Yes,Credit card,105.14,5262.03,1
C01086,3,Month-to-month,DSL,Yes,Bank transfer,35.16,98.65,0
C01087,12,Two year,No internet,Yes,Mailed check,35.55,426.2,0
C01088,57,Two year,No internet,No,Electronic check,32.95,1720.23,1
C01089,2,Two year,Fiber optic,No,Bank transfer,38.17,65.74,0
C01090,32,Month-to-month,Fiber optic,Yes,Mailed check,34.82,1083.98,0
C01091,41,Two year,No internet,Yes,Credit card,48.86,1926.89,0
C01092,27,Month-to-month,DSL,No,Bank transfer,64.22,1597.49,0
C01093,7,One year,Fiber optic,No,Mailed check,32.86,225.7,0
C01094,31,Two year,DSL,No,Electronic check,107.77,3168.37,0
C01095,45,One year,Fiber optic,No,Mailed check,85.0,3622.66,0
C01096,15,Two year,Fiber optic,Yes,Mailed check,49.87,676.42,0
C01097,67,Month-to-month,DSL,Yes,Credit card,72.66,4472.85,0
C01098,25,One year,DSL,No,Mailed check,110.01,2383.26,1
C01099,20,Month-to-month,DSL,Yes,Electronic check,80.51,1540.25,0
C01100,63,Month-to-month,No internet,No,Bank transfer,51.11,3143.45,0
C01101,36,Month-to-month,Fiber optic,Yes,Credit card,90.67,3103.97,1
C01102,11,Month-to-month,DSL,Yes,Electronic check,56.93,620.14,0
C01103,67,One year,DSL,No,Credit card,33.35,1932.68,0
C01104,27,Month-to-month,Fiber optic,Yes,Bank transfer,107.36,2588.45,0
C01105,62,Two year,DSL,No,Credit card,73.22,4516.22,0
C01106,30,Month-to-month,DSL,No,Mailed check,77.0,2109.19,1
C01107,10,One year,DSL,No,Electronic check,114.56,1049.91,1
C01108,59,One year,Fiber optic,Yes,Electronic check,78.28,3952.94,0
C01109,25,One year,No internet,Yes,Mailed check,28.52,607.74,0
C01110,29,One year,DSL,Yes,Credit card,98.36,2615.89,0
C01111,43,One year,Fiber optic,No,Electronic check,53.56,2145.6,0
C01112,30,Month-to-month,Fiber optic,No,Electronic check,69.33,1854.24,1
C01113,34,Month-to-month,No internet,No,Credit card,43.97,1381.13,1
C01114,31,Month-to-month,Fiber optic,Yes,Credit card,64.41,1786.05,0
C01115,68,Two year,DSL,Yes,Electronic check,91.74,5348.12,1
C01116,45,Two year,No internet,No,Bank transfer,26.96,1059.25,1
C01117,36,Month-to-month,DSL,Yes,Mailed check,113.42,3992.6,1
C01118,50,Month-to-month,DSL,No,Bank transfer,100.38,4996.58,0
C01119,2,One year,DSL,No,Electronic check,76.53,143.32,0
C01120,72,One year,Fiber optic,No,Credit card,50.44,3210.25,0
C01121,42,One year,Fiber optic,Yes,Mailed check,114.92,4272.88,0
C01122,9,Two year,No internet,Yes,Mailed check,31.0,266.46,0
C01123,70,Two year,No internet,Yes,Credit card,29.87,1955.51,0
C01124,62,Month-to-month,No internet,No,Mailed check,54.05,2969.98,1
C01125,69,Month-to-month,Fiber optic,No,Bank transfer,96.98,6016.08,0
C01126,18,Month-to-month,DSL,Yes,Electronic check,38.1,663.49,0
C01127,10,Month-to-month,Fiber optic,No,Credit card,40.12,347.38,1
C01128,47,Two year,DSL,Yes,Electronic check,63.69,2904.52,0
C01129,24,Month-to-month,No internet,No,Bank transfer,44.37,1030.87,0
C01130,16,One year,Fiber optic,Yes,Electronic check,92.78,1373.9,1
C01131,29,One year,DSL,No,Mailed check,42.15,1129.67,0
C01132,55,Month-to-month,DSL,Yes,Mailed check,89.93,4885.63,0
C01133,49,Two year,Fiber optic,No,Credit card,71.05,3428.87,1
C01134,32,Month-to-month,Fiber optic,No,Mailed check,65.25,1883.18,0
C01135,41,Month-to-month,DSL,No,Electronic check,39.68,1440.43,0
