opportunity_id,account_id,rep_id,region,stage,amount,created_date,close_date,forecast_category
OPP-00598,Acct-0043,R001,West,Prospecting,15560.52,2026-01-31,2026-03-12,Pipeline
OPP-00599,Acct-0027,R007,Central,Prospecting,29050.92,2025-02-10,2025-07-14,Pipeline
OPP-00600,Acct-0161,R005,Central,Negotiation,21575.38,2026-01-25,2026-04-27,Best Case
OPP-00601,Acct-0139,R003,West,Prospecting,164135.62,2024-11-29,2025-04-19,Best Case
OPP-00602,Acct-0135,R005,Central,Negotiation,31202.37,2025-04-12,2025-09-23,Best Case
OPP-00603,Acct-0114,R011,East,Closed Won,17151.5,2025-07-06,2025-09-22,Commit
OPP-00604,Acct-0089,R005,Central,Proposal,15795.71,2024-01-01,2024-06-02,Pipeline
OPP-00605,Acct-0153,R005,Central,Proposal,100675.25,2024-01-10,2024-05-19,Best Case
OPP-00606,Acct-0064,R004,West,Closed Won,29487.96,2025-07-28,2025-12-06,Commit
OPP-00607,Acct-0109,R003,West,Closed Won,100083.61,2024-08-13,2024-11-08,Commit
OPP-00608,Acct-0106,R011,East,Qualification,121280.51,2024-10-18,2025-03-23,Best Case
OPP-00609,Acct-0116,R004,West,Closed Lost,13490.65,2025-10-14,2026-02-27,Omitted
OPP-00610,Acct-0006,R005,Central,Closed Won,26418.22,2024-06-04,2024-07-06,Commit
OPP-00611,Acct-0024,R003,West,Closed Lost,18315.71,2025-03-24,2025-04-15,Omitted
OPP-00612,Acct-0119,R003,West,Prospecting,12667.97,2026-03-15,2026-08-09,Best Case
OPP-00613,Acct-0101,R012,East,Closed Won,5038.16,2024-05-29,2024-07-02,Commit
OPP-00614,Acct-0064,R002,West,Negotiation,14415.22,2024-01-13,2024-03-04,Commit
OPP-00615,Acct-0025,R007,Central,Closed Won,19232.46,2024-02-04,2024-04-14,Commit
OPP-00616,Acct-0162,R009,East,Closed Won,12875.84,2024-11-15,2025-02-25,Commit
OPP-00617,Acct-0077,R012,East,Prospecting,110165.04,2024-09-16,2025-02-06,Commit
OPP-00618,Acct-0031,R004,West,Proposal,24265.05,2026-03-24,2026-06-22,Commit
OPP-00619,Acct-0023,R007,Central,Closed Won,61951.29,2025-09-02,2025-10-31,Commit
OPP-00620,Acct-0016,R004,West,Qualification,5144.72,2026-02-16,2026-08-15,Pipeline
OPP-00621,Acct-0082,R006,Central,Closed Won,119446.63,2024-05-08,2024-09-29,Commit
OPP-00622,Acct-0177,R009,East,Closed Won,206483.48,2025-03-25,2025-06-02,Commit
OPP-00623,Acct-0126,R007,Central,Proposal,25839.42,2024-10-28,2025-04-04,Commit
OPP-00624,Acct-0142,R004,West,Negotiation,29720.19,2025-04-24,2025-07-23,Commit
OPP-00625,Acct-0117,R003,West,Prospecting,12629.27,2024-09-26,2025-03-03,Best Case
OPP-00626,Acct-0159,R001,West,Closed Won,27848.57,2024-01-20,2024-07-16,Commit
OPP-00627,Acct-0040,R004,West,Proposal,49417.31,2025-11-30,2026-04-26,Commit
OPP-00628,Acct-0018,R010,East,Qualification,21907.74,2024-04-08,2024-09-08,Commit
OPP-00629,Acct-0165,R001,West,Closed Won,11005.91,2024-04-11,2024-05-09,Commit
OPP-00630,Acct-0057,R007,Central,Closed Won,30744.81,2024-09-19,2024-10-21,Commit
OPP-00631,Acct-0143,R010,East,Closed Won,70535.11,2025-10-16,2025-11-20,Commit
OPP-00632,Acct-0069,R012,East,Closed Lost,21901.84,2025-12-26,2026-01-29,Omitted
OPP-00633,Acct-0026,R009,East,Prospecting,10374.43,2024-08-09,2025-01-08,Pipeline
OPP-00634,Acct-0161,R012,East,Qualification,21602.83,2025-11-03,2026-01-25,Commit
OPP-00635,Acct-0173,R003,West,Negotiation,38314.08,2026-02-23,2026-08-09,Best Case
OPP-00636,Acct-0103,R008,Central,Closed Won,23725.89,2026-03-22,2026-05-27,Commit
OPP-00637,Acct-0096,R009,East,Proposal,23485.73,2024-11-18,2025-04-27,Best Case
OPP-00638,Acct-0140,R007,Central,Closed Won,18197.81,2025-09-15,2025-12-05,Commit
OPP-00639,Acct-0102,R004,West,Proposal,36449.51,2025-01-03,2025-05-18,Best Case
OPP-00640,Acct-0006,R001,West,Closed Won,17373.79,2024-08-15,2024-10-28,Commit
OPP-00641,Acct-0025,R012,East,Closed Won,101118.17,2025-08-07,2026-01-20,Commit
OPP-00642,Acct-0066,R001,West,Proposal,13063.98,2025-08-19,2025-11-10,Pipeline
OPP-00643,Acct-0084,R005,Central,Prospecting,4088.86,2026-01-21,2026-03-01,Commit
OPP-00644,Acct-0165,R008,Central,Qualification,135955.1,2025-08-13,2025-09-26,Commit
OPP-00645,Acct-0090,R005,Central,Prospecting,58091.59,2026-03-09,2026-04-12,Best Case
OPP-00646,Acct-0162,R007,Central,Proposal,7980.89,2025-09-08,2025-09-30,Commit
OPP-00647,Acct-0129,R007,Central,Prospecting,28433.07,2025-08-01,2025-09-28,Best Case
OPP-00648,Acct-0024,R012,East,Qualification,19963.79,2025-09-01,2026-02-15,Commit
OPP-00649,Acct-0147,R004,West,Proposal,45204.76,2024-12-10,2025-01-20,Best Case
OPP-00650,Acct-0034,R012,East,Prospecting,22694.55,2025-05-28,2025-10-06,Commit
OPP-00651,Acct-0158,R003,West,Negotiation,12446.06,2025-08-08,2025-10-17,Commit
OPP-00652,Acct-0148,R012,East,Negotiation,15642.83,2025-03-16,2025-06-26,Commit
OPP-00653,Acct-0153,R002,West,Prospecting,21802.72,2024-07-14,2024-10-24,Best Case
OPP-00654,Acct-0176,R011,East,Prospecting,24234.73,2024-02-15,2024-05-04,Pipeline
OPP-00655,Acct-0159,R006,Central,Qualification,39572.63,2026-01-27,2026-03-01,Pipeline
OPP-00656,Acct-0085,R003,West,Closed Lost,37672.29,2025-04-05,2025-08-23,Omitted
OPP-00657,Acct-0124,R004,West,Closed Won,10089.21,2026-02-07,2026-05-04,Commit
OPP-00658,Acct-0170,R010,East,Closed Won,4280.36,2024-01-19,2024-05-14,Commit
OPP-00659,Acct-0014,R009,East,Prospecting,13214.46,2026-03-19,2026-09-13,Best Case
OPP-00660,Acct-0005,R008,Central,Closed Won,7772.13,2024-10-04,2025-01-24,Commit
OPP-00661,Acct-0026,R005,Central,Closed Lost,36317.28,2025-01-24,2025-06-23,Omitted
OPP-00662,Acct-0144,R006,Central,Negotiation,31710.42,2024-07-22,2024-12-17,Best Case
OPP-00663,Acct-0041,R012,East,Prospecting,11745.21,2024-12-07,2025-05-01,Best Case
OPP-00664,Acct-0016,R001,West,Proposal,14616.57,2024-08-29,2025-01-24,Best Case
OPP-00665,Acct-0036,R011,East,Qualification,65868.43,2024-12-15,2025-04-14,Commit
OPP-00666,Acct-0062,R002,West,Closed Won,29712.99,2025-10-02,2025-12-19,Commit
OPP-00667,Acct-0139,R010,East,Qualification,15126.5,2024-07-30,2024-09-23,Commit
OPP-00668,Acct-0111,R011,East,Closed Won,60485.95,2025-12-23,2026-05-26,Commit
OPP-00669,Acct-0031,R003,West,Closed Won,30300.26,2024-03-10,2024-08-19,Commit
OPP-00670,Acct-0049,R003,West,Proposal,21473.46,2025-03-29,2025-06-27,Pipeline
OPP-00671,Acct-0060,R002,West,Prospecting,42523.87,2025-09-19,2025-12-07,Commit
OPP-00672,Acct-0155,R004,West,Closed Won,13402.81,2025-05-03,2025-06-26,Commit
OPP-00673,Acct-0042,R008,Central,Closed Won,7215.31,2025-05-18,2025-10-06,Commit
OPP-00674,Acct-0046,R004,West,Qualification,7307.25,2024-07-26,2024-10-06,Pipeline
OPP-00675,Acct-0104,R008,Central,Closed Lost,26291.45,2025-04-13,2025-07-05,Omitted
OPP-00676,Acct-0147,R001,West,Negotiation,161086.27,2025-02-07,2025-08-02,Commit
OPP-00677,Acct-0116,R010,East,Negotiation,56263.95,2024-02-09,2024-07-11,Pipeline
OPP-00678,Acct-0100,R008,Central,Closed Won,28219.77,2026-01-22,2026-02-21,Commit
OPP-00679,Acct-0043,R009,East,Closed Won,12000.3,2026-03-03,2026-06-04,Commit
OPP-00680,Acct-0129,R007,Central,Qualification,85982.18,2025-10-23,2026-03-07,Pipeline
OPP-00681,Acct-0106,R002,West,Qualification,93758.54,2025-07-13,2025-09-05,Best Case
OPP-00682,Acct-0024,R006,Central,Proposal,8020.79,2025-12-30,2026-03-11,Best Case
OPP-00683,Acct-0030,R005,Central,Proposal,59578.97,2024-06-16,2024-08-06,Pipeline
OPP-00684,Acct-0041,R012,East,Proposal,17250.69,2025-01-28,2025-06-27,Commit
OPP-00685,Acct-0046,R007,Central,Negotiation,3724.84,2024-06-02,2024-08-02,Pipeline
OPP-00686,Acct-0047,R012,East,Prospecting,8971.07,2025-04-01,2025-07-03,Commit
OPP-00687,Acct-0061,R002,West,Closed Lost,26707.35,2024-01-06,2024-06-29,Omitted
OPP-00688,Acct-0002,R004,West,Negotiation,25246.03,2024-03-22,2024-09-11,Commit
OPP-00689,Acct-0038,R004,West,Closed Lost,10694.54,2024-07-31,2024-09-01,Omitted
OPP-00690,Acct-0013,R001,West,Closed Won,132155.88,2024-11-01,2025-02-13,Commit
OPP-00691,Acct-0144,R002,West,Proposal,5913.66,2025-09-17,2026-03-08,Commit
OPP-00692,Acct-0083,R003,West,Closed Lost,49103.61,2024-02-06,2024-03-20,Omitted
OPP-00693,Acct-0121,R006,Central,Closed Lost,208365.21,2025-07-17,2025-08-22,Omitted
OPP-00694,Acct-0179,R003,West,Prospecting,61528.57,2025-02-27,2025-07-31,Pipeline
OPP-00695,Acct-0156,R004,West,Negotiation,24809.55,2026-03-18,2026-06-19,Best Case
OPP-00696,Acct-0128,R006,Central,Qualification,36605.02,2024-05-12,2024-11-05,Commit
OPP-00697,Acct-0075,R009,East,Closed Won,26418.95,2025-09-16,2025-12-04,Commit
OPP-00698,Acct-0164,R004,West,Prospecting,22043.77,2025-07-27,2025-10-09,Pipeline
OPP-00699,Acct-0083,R004,West,Closed Won,17912.13,2024-11-03,2025-04-01,Commit
OPP-00700,Acct-0045,R001,West,Prospecting,17567.3,2025-08-05,2026-01-29,Pipeline
OPP-00701,Acct-0035,R004,West,Proposal,12531.84,2025-04-30,2025-05-29,Commit
OPP-00702,Acct-0015,R008,Central,Qualification,17134.4,2024-12-09,2025-04-26,Best Case
OPP-00703,Acct-0148,R009,East,Qualification,44686.95,2025-07-02,2025-07-26,Pipeline
OPP-00704,Acct-0043,R011,East,Proposal,59640.36,2025-01-19,2025-07-18,Commit
OPP-00705,Acct-0081,R010,East,Negotiation,15575.6,2026-03-12,2026-06-18,Commit
OPP-00706,Acct-0078,R012,East,Prospecting,20652.49,2024-08-31,2024-12-24,Best Case
OPP-00707,Acct-0114,R004,West,Negotiation,12066.29,2024-02-08,2024-04-19,Pipeline
OPP-00708,Acct-0135,R009,East,Prospecting,25500.64,2024-07-13,2024-10-28,Best Case
OPP-00709,Acct-0100,R005,Central,Closed Won,36849.59,2026-01-11,2026-02-09,Commit
OPP-00710,Acct-0086,R012,East,Closed Lost,11374.77,2024-02-15,2024-08-05,Omitted
OPP-00711,Acct-0050,R008,Central,Closed Lost,81235.35,2024-08-02,2024-11-12,Omitted
OPP-00712,Acct-0041,R005,Central,Qualification,16323.86,2024-04-30,2024-07-28,Pipeline
OPP-00713,Acct-0090,R005,Central,Prospecting,134163.81,2024-04-14,2024-06-25,Commit
OPP-00714,Acct-0044,R009,East,Proposal,4138.45,2024-10-17,2025-04-01,Pipeline
OPP-00715,Acct-0121,R002,West,Proposal,100529.35,2024-02-21,2024-04-14,Pipeline
OPP-00716,Acct-0153,R011,East,Prospecting,22100.27,2025-02-05,2025-04-11,Commit
OPP-00717,Acct-0051,R010,East,Closed Won,45693.61,2024-12-30,2025-04-08,Commit
OPP-00718,Acct-0117,R012,East,Closed Won,30193.63,2025-12-16,2026-05-04,Commit
OPP-00719,Acct-0158,R005,Central,Closed Won,49371.04,2024-08-25,2024-11-10,Commit
OPP-00720,Acct-0117,R005,Central,Closed Lost,15448.66,2025-11-12,2026-02-24,Omitted
OPP-00721,Acct-0090,R008,Central,Prospecting,25368.93,2025-04-17,2025-06-19,Best Case
OPP-00722,Acct-0143,R010,East,Negotiation,27464.58,2026-01-01,2026-02-17,Best Case
OPP-00723,Acct-0159,R011,East,Prospecting,15263.05,2025-08-27,2025-12-30,Pipeline
OPP-00724,Acct-0152,R004,West,Negotiation,88206.29,2024-12-14,2025-02-25,Commit
OPP-00725,Acct-0170,R007,Central,Closed Won,16825.95,2025-07-11,2025-09-29,Commit
OPP-00726,Acct-0153,R011,East,Prospecting,128321.19,2025-05-13,2025-07-01,Commit
OPP-00727,Acct-0154,R008,Central,Proposal,8780.27,2024-11-11,2025-03-14,Pipeline
OPP-00728,Acct-0170,R002,West,Closed Won,61470.61,2024-12-01,2025-04-26,Commit
OPP-00729,Acct-0039,R001,West,Prospecting,148912.05,2024-01-01,2024-02-27,Commit
OPP-00730,Acct-0082,R008,Central,Negotiation,17989.51,2024-07-19,2024-09-29,Commit
OPP-00731,Acct-0150,R005,Central,Negotiation,67329.84,2025-03-21,2025-07-07,Pipeline
OPP-00732,Acct-0141,R001,West,Negotiation,29900.5,2024-10-28,2024-12-02,Best Case
OPP-00733,Acct-0180,R001,West,Prospecting,11619.7,2024-02-01,2024-04-21,Best Case
OPP-00734,Acct-0055,R010,East,Proposal,17069.33,2025-01-25,2025-06-05,Commit
OPP-00735,Acct-0074,R011,East,Qualification,7681.14,2025-01-03,2025-05-09,Pipeline
OPP-00736,Acct-0155,R011,East,Prospecting,14019.55,2025-03-01,2025-07-15,Commit
OPP-00737,Acct-0058,R007,Central,Closed Won,23806.81,2025-04-05,2025-08-01,Commit
OPP-00738,Acct-0148,R003,West,Proposal,92826.86,2024-10-02,2025-02-04,Commit
OPP-00739,Acct-0124,R006,Central,Prospecting,6762.57,2025-01-12,2025-03-01,Commit
OPP-00740,Acct-0133,R012,East,Prospecting,56978.9,2026-02-07,2026-05-09,Best Case
OPP-00741,Acct-0163,R002,West,Negotiation,33696.98,2025-10-07,2025-11-15,Commit
OPP-00742,Acct-0121,R009,East,Closed Won,19818.58,2024-12-17,2025-05-22,Commit
OPP-00743,Acct-0075,R008,Central,Negotiation,22505.98,2025-03-07,2025-06-25,Best Case
OPP-00744,Acct-0044,R003,West,Prospecting,60067.08,2024-03-03,2024-07-22,Commit
OPP-00745,Acct-0020,R010,East,Prospecting,35211.72,2024-03-25,2024-05-16,Commit
OPP-00746,Acct-0029,R005,Central,Qualification,34429.85,2024-09-20,2024-10-13,Commit
OPP-00747,Acct-0067,R010,East,Qualification,31790.35,2025-04-02,2025-07-25,Pipeline
OPP-00748,Acct-0038,R012,East,Qualification,9482.8,2024-02-03,2024-05-20,Pipeline
OPP-00749,Acct-0170,R010,East,Closed Lost,9326.53,2025-02-26,2025-06-24,Omitted
OPP-00750,Acct-0068,R008,Central,Closed Won,7969.57,2024-12-19,2025-01-21,Commit
OPP-00751,Acct-0098,R002,West,Prospecting,24195.51,2025-05-02,2025-10-05,Pipeline
OPP-00752,Acct-0115,R011,East,Closed Won,25696.38,2025-03-21,2025-04-13,Commit
OPP-00753,Acct-0069,R007,Central,Closed Won,7442.34,2024-10-06,2025-01-19,Commit
OPP-00754,Acct-0173,R002,West,Qualification,34240.85,2025-11-22,2026-02-11,Commit
OPP-00755,Acct-0003,R010,East,Closed Won,29601.69,2024-07-03,2024-10-11,Commit
OPP-00756,Acct-0115,R011,East,Prospecting,8664.35,2025-06-21,2025-08-06,Commit
OPP-00757,Acct-0015,R006,Central,Qualification,17771.6,2024-01-25,2024-07-21,Pipeline
OPP-00758,Acct-0034,R010,East,Closed Won,55843.75,2024-05-02,2024-06-13,Commit
OPP-00759,Acct-0048,R007,Central,Closed Won,111622.55,2024-07-08,2024-08-25,Commit
OPP-00760,Acct-0178,R005,Central,Qualification,35174.28,2025-04-09,2025-07-08,Best Case
OPP-00761,Acct-0098,R011,East,Closed Won,19431.36,2024-03-16,2024-06-14,Commit
OPP-00762,Acct-0101,R007,Central,Proposal,14051.59,2025-05-18,2025-07-28,Commit
OPP-00763,Acct-0165,R003,West,Closed Won,7214.88,2025-03-17,2025-05-31,Commit
OPP-00764,Acct-0065,R002,West,Closed Lost,38982.96,2024-03-15,2024-04-22,Omitted
OPP-00765,Acct-0100,R008,Central,Prospecting,26629.54,2024-01-01,2024-01-30,Commit
OPP-00766,Acct-0126,R005,Central,Qualification,17471.78,2024-01-04,2024-06-03,Commit
OPP-00767,Acct-0124,R008,Central,Proposal,70132.56,2024-01-04,2024-05-01,Commit
OPP-00768,Acct-0015,R002,West,Negotiation,76707.25,2025-11-29,2026-03-06,Best Case
OPP-00769,Acct-0075,R011,East,Closed Lost,38476.59,2024-12-14,2025-01-23,Omitted
OPP-00770,Acct-0179,R011,East,Qualification,358252.92,2025-11-07,2026-01-14,Best Case
OPP-00771,Acct-0049,R007,Central,Closed Lost,36854.95,2024-03-27,2024-08-06,Omitted
OPP-00772,Acct-0079,R003,West,Prospecting,13896.78,2026-03-22,2026-08-27,Commit
OPP-00773,Acct-0015,R008,Central,Negotiation,68674.7,2024-01-17,2024-02-15,Best Case
OPP-00774,Acct-0149,R006,Central,Closed Won,111888.66,2025-04-14,2025-09-18,Commit
OPP-00775,Acct-0180,R004,West,Closed Lost,42157.57,2025-09-25,2025-10-26,Omitted
OPP-00776,Acct-0152,R011,East,Prospecting,6362.07,2025-04-12,2025-10-05,Pipeline
OPP-00777,Acct-0017,R002,West,Closed Won,8032.7,2026-03-29,2026-09-22,Commit
OPP-00778,Acct-0036,R004,West,Proposal,40441.02,2025-12-01,2026-05-17,Commit
OPP-00779,Acct-0017,R006,Central,Closed Won,183395.95,2025-08-30,2025-11-02,Commit
OPP-00780,Acct-0113,R002,West,Qualification,43389.6,2025-01-13,2025-06-23,Pipeline
OPP-00781,Acct-0125,R004,West,Closed Lost,107350.77,2026-03-07,2026-05-06,Omitted
OPP-00782,Acct-0107,R002,West,Prospecting,15624.26,2025-10-29,2026-04-18,Best Case
OPP-00783,Acct-0070,R012,East,Closed Won,105653.76,2024-07-30,2024-09-24,Commit
OPP-00784,Acct-0047,R009,East,Proposal,16519.29,2025-12-09,2026-01-07,Commit
OPP-00785,Acct-0050,R012,East,Negotiation,52523.88,2024-01-05,2024-06-15,Pipeline
OPP-00786,Acct-0014,R002,West,Closed Lost,27494.2,2025-10-03,2025-12-15,Omitted
OPP-00787,Acct-0166,R004,West,Prospecting,95259.39,2024-06-12,2024-07-13,Pipeline
OPP-00788,Acct-0027,R006,Central,Qualification,23120.7,2026-02-15,2026-07-01,Pipeline
OPP-00789,Acct-0030,R012,East,Prospecting,28810.98,2024-01-30,2024-06-22,Commit
OPP-00790,Acct-0174,R002,West,Closed Lost,62273.97,2024-11-29,2025-04-05,Omitted
OPP-00791,Acct-0097,R006,Central,Qualification,12338.73,2024-08-30,2025-01-02,Pipeline
OPP-00792,Acct-0157,R004,West,Prospecting,30912.93,2025-03-22,2025-05-18,Pipeline
OPP-00793,Acct-0052,R008,Central,Qualification,18765.48,2024-07-17,2024-11-05,Best Case
OPP-00794,Acct-0118,R006,Central,Prospecting,36886.24,2024-05-19,2024-07-06,Best Case
OPP-00795,Acct-0157,R007,Central,Qualification,3209.34,2025-09-10,2025-11-09,Commit
OPP-00796,Acct-0056,R003,West,Negotiation,29903.86,2025-02-25,2025-07-28,Best Case
OPP-00797,Acct-0084,R010,East,Proposal,25378.58,2025-03-14,2025-06-05,Pipeline
OPP-00798,Acct-0107,R007,Central,Negotiation,118412.11,2024-06-01,2024-11-14,Pipeline
OPP-00799,Acct-0101,R001,West,Prospecting,22118.72,2024-02-04,2024-06-11,Commit
OPP-00800,Acct-0143,R008,Central,Closed Won,37669.88,2025-05-22,2025-08-11,Commit
OPP-00801,Acct-0166,R001,West,Closed Won,22373.35,2025-01-02,2025-04-07,Commit
OPP-00802,Acct-0150,R002,West,Prospecting,36730.65,2025-04-15,2025-09-28,Commit
OPP-00803,Acct-0095,R001,West,Closed Lost,25211.18,2025-12-21,2026-04-23,Omitted
OPP-00804,Acct-0086,R011,East,Proposal,117623.62,2024-03-13,2024-07-09,Commit
OPP-00805,Acct-0054,R009,East,Prospecting,23001.76,2025-09-19,2026-02-24,Commit
OPP-00806,Acct-0120,R011,East,Prospecting,298702.1,2024-04-23,2024-08-19,Best Case
OPP-00807,Acct-0053,R010,East,Prospecting,14970.67,2025-12-22,2026-01-28,Commit
OPP-00808,Acct-0054,R003,West,Closed Lost,17064.56,2025-05-04,2025-10-19,Omitted
OPP-00809,Acct-0014,R012,East,Closed Won,1779.6,2025-05-30,2025-10-05,Commit
OPP-00810,Acct-0137,R002,West,Proposal,23216.51,2024-05-05,2024-09-22,Commit
OPP-00811,Acct-0118,R011,East,Closed Won,82900.67,2025-01-11,2025-02-16,Commit
OPP-00812,Acct-0071,R002,West,Prospecting,63793.03,2024-03-19,2024-05-05,Pipeline
OPP-00813,Acct-0076,R002,West,Closed Won,25710.53,2025-06-17,2025-12-14,Commit
OPP-00814,Acct-0166,R007,Central,Closed Lost,28961.01,2024-12-21,2025-04-27,Omitted
OPP-00815,Acct-0152,R001,West,Qualification,39327.6,2024-12-17,2025-03-30,Best Case
OPP-00816,Acct-0079,R011,East,Closed Won,69675.61,2024-11-07,2025-04-21,Commit
OPP-00817,Acct-0091,R003,West,Closed Won,13744.33,2024-10-22,2024-11-23,Commit
OPP-00818,Acct-0061,R005,Central,Proposal,42512.19,2024-06-28,2024-08-26,Pipeline
OPP-00819,Acct-0053,R002,West,Prospecting,19455.45,2024-09-23,2025-01-15,Pipeline
OPP-00820,Acct-0032,R009,East,Closed Won,10041.82,2024-06-15,2024-11-18,Commit
OPP-00821,Acct-0002,R001,West,Proposal,26874.86,2025-04-14,2025-07-24,Pipeline
OPP-00822,Acct-0147,R012,East,Negotiation,27789.92,2024-10-29,2025-03-19,Best Case
OPP-00823,Acct-0029,R011,East,Qualification,79346.49,2025-03-28,2025-07-12,Commit
OPP-00824,Acct-0015,R012,East,Proposal,33953.2,2024-12-31,2025-02-12,Best Case
OPP-00825,Acct-0006,R010,East,Closed Won,31748.6,2026-02-24,2026-05-26,Commit
OPP-00826,Acct-0050,R002,West,Negotiation,20818.63,2024-03-30,2024-08-28,Best Case
OPP-00827,Acct-0038,R008,Central,Proposal,472832.77,2025-11-13,2026-03-05,Best Case
OPP-00828,Acct-0079,R012,East,Closed Lost,19517.23,2024-10-18,2025-02-03,Omitted
OPP-00829,Acct-0107,R008,Central,Closed Lost,52006.82,2026-01-15,2026-05-23,Omitted
OPP-00830,Acct-0086,R003,West,Closed Won,32098.77,2024-11-06,2025-03-27,Commit
OPP-00831,Acct-0070,R002,West,Closed Lost,33667.45,2024-01-07,2024-05-10,Omitted
OPP-00832,Acct-0098,R007,Central,Qualification,23497.34,2024-05-20,2024-07-30,Pipeline
OPP-00833,Acct-0007,R005,Central,Negotiation,56508.0,2025-07-26,2025-12-11,Pipeline
OPP-00834,Acct-0168,R001,West,Qualification,11403.08,2025-10-13,2026-03-02,Pipeline
OPP-00835,Acct-0031,R011,East,Closed Lost,20915.99,2025-12-05,2026-02-25,Omitted
OPP-00836,Acct-0176,R005,Central,Negotiation,17839.22,2025-03-22,2025-06-16,Commit
OPP-00837,Acct-0067,R008,Central,Closed Lost,58924.54,2026-01-20,2026-07-06,Omitted
OPP-00838,Acct-0042,R003,West,Negotiation,9762.18,2025-12-10,2026-02-02,Best Case
OPP-00839,Acct-0075,R001,West,Qualification,6543.18,2024-12-30,2025-01-31,Best Case
OPP-00840,Acct-0154,R009,East,Closed Won,11962.77,2025-10-05,2025-12-10,Commit
OPP-00841,Acct-0137,R003,West,Negotiation,40481.65,2025-12-02,2026-03-24,Pipeline
OPP-00842,Acct-0106,R010,East,Proposal,14223.06,2024-10-15,2025-02-07,Best Case
OPP-00843,Acct-0144,R006,Central,Closed Lost,13832.73,2025-05-30,2025-08-14,Omitted
OPP-00844,Acct-0020,R010,East,Closed Won,81000.68,2024-04-26,2024-08-30,Commit
OPP-00845,Acct-0114,R002,West,Closed Won,94468.08,2024-11-15,2025-03-07,Commit
OPP-00846,Acct-0178,R010,East,Negotiation,8265.95,2024-05-01,2024-07-16,Pipeline
OPP-00847,Acct-0029,R003,West,Closed Won,18466.51,2024-03-21,2024-07-27,Commit
OPP-00848,Acct-0169,R002,West,Prospecting,25777.5,2024-07-20,2024-09-05,Pipeline
OPP-00849,Acct-0171,R009,East,Negotiation,15964.57,2024-02-14,2024-03-21,Best Case
OPP-00850,Acct-0072,R001,West,Closed Won,12701.52,2024-04-02,2024-05-29,Commit
OPP-00851,Acct-0130,R010,East,Proposal,9419.02,2026-01-16,2026-07-11,Pipeline
OPP-00852,Acct-0050,R010,East,Prospecting,216240.0,2025-06-25,2025-09-08,Commit
OPP-00853,Acct-0028,R005,Central,Qualification,23639.54,2024-07-08,2024-11-17,Commit
OPP-00854,Acct-0029,R003,West,Closed Won,97766.7,2025-06-10,2025-08-27,Commit
OPP-00855,Acct-0084,R006,Central,Prospecting,106026.1,2025-07-24,2025-08-23,Pipeline
OPP-00856,Acct-0142,R008,Central,Prospecting,11660.23,2024-11-15,2025-03-28,Pipeline
OPP-00857,Acct-0095,R007,Central,Qualification,52910.81,2024-03-12,2024-07-31,Commit
OPP-00858,Acct-0169,R003,West,Prospecting,61086.53,2025-02-09,2025-06-21,Commit
OPP-00859,Acct-0044,R011,East,Prospecting,10735.65,2025-08-27,2025-10-12,Commit
OPP-00860,Acct-0109,R002,West,Proposal,15048.82,2025-02-17,2025-04-09,Pipeline
OPP-00861,Acct-0103,R012,East,Negotiation,154369.36,2025-08-30,2025-11-27,Commit
OPP-00862,Acct-0038,R006,Central,Proposal,35152.66,2025-05-11,2025-10-08,Best Case
OPP-00863,Acct-0026,R008,Central,Prospecting,12510.43,2025-10-05,2025-11-28,Pipeline
OPP-00864,Acct-0078,R012,East,Prospecting,87606.25,2025-11-26,2026-03-09,Pipeline
OPP-00865,Acct-0052,R010,East,Closed Won,88012.34,2025-06-16,2025-11-09,Commit
OPP-00866,Acct-0005,R005,Central,Closed Won,26360.24,2024-12-17,2025-05-24,Commit
OPP-00867,Acct-0009,R001,West,Closed Lost,15938.61,2025-03-29,2025-08-13,Omitted
OPP-00868,Acct-0111,R003,West,Negotiation,59773.16,2025-12-24,2026-02-24,Best Case
OPP-00869,Acct-0142,R003,West,Proposal,13020.77,2025-08-05,2025-12-28,Commit
OPP-00870,Acct-0101,R011,East,Negotiation,24186.41,2024-06-09,2024-11-05,Pipeline
OPP-00871,Acct-0090,R005,Central,Negotiation,20227.58,2024-02-16,2024-04-08,Best Case
OPP-00872,Acct-0089,R012,East,Negotiation,80203.32,2025-01-24,2025-03-09,Best Case
OPP-00873,Acct-0022,R006,Central,Proposal,10871.11,2024-08-28,2024-12-05,Commit
OPP-00874,Acct-0010,R012,East,Prospecting,17073.42,2024-01-21,2024-06-26,Best Case
OPP-00875,Acct-0179,R008,Central,Closed Won,21021.87,2025-03-07,2025-06-03,Commit
OPP-00876,Acct-0026,R008,Central,Negotiation,89795.78,2025-02-03,2025-05-16,Commit
OPP-00877,Acct-0158,R008,Central,Prospecting,40423.23,2025-05-29,2025-09-12,Pipeline
OPP-00878,Acct-0055,R005,Central,Proposal,22104.61,2026-03-17,2026-04-25,Commit
OPP-00879,Acct-0024,R005,Central,Qualification,12916.26,2024-08-19,2025-02-14,Commit
OPP-00880,Acct-0122,R012,East,Closed Lost,10471.98,2024-03-09,2024-08-21,Omitted
OPP-00881,Acct-0111,R007,Central,Qualification,99705.63,2024-11-05,2025-04-03,Best Case
OPP-00882,Acct-0172,R011,East,Negotiation,12397.37,2025-10-01,2026-03-01,Best Case
